ID,First Name,Last Name,Team,Position,Assists,bonus,Total points,xA,CS,Gc,Goals Scored,minutes,red_cards,starts,xG,xGi,xGc,code,PpG
57,Youri,Tielemans,2,3,4,9,80,4.93,3,36,2,2311,0,27,2.39,7.32,31.76,166989,3.0
58,Ollie,Watkins,2,4,5,21,133,1.52,6,33,12,1895,0,23,13.04,14.56,27.20,178301,4.9
59,Max,Aarons,3,2,0,0,8,0.01,1,0,0,84,0,1,0.00,0.01,0.28,232980,2.7
60,Tyler,Adams,3,3,3,1,35,0.27,3,15,0,981,0,10,0.79,1.06,15.50,200785,2.2
61,Jaidon,Anthony,3,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,444180,0.0
62,David,Brooks,3,3,1,2,40,1.43,2,7,2,657,0,7,1.66,3.09,10.83,111317,2.1
63,Ryan,Christie,3,3,3,5,70,2.50,8,24,2,1896,0,23,1.90,4.40,26.66,158499,2.8
64,Lewis,Cook,3,3,3,2,62,2.91,4,28,1,2121,0,23,0.62,3.53,31.95,155408,2.5
65,Enes,Ünal,3,4,1,4,32,0.26,2,3,2,330,0,2,2.73,2.99,6.38,168636,1.9
66,Romain,Faivre,3,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,441240,0.0
67,Hamed,Traorè,3,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,424044,0.0
68,James,Hill,3,2,1,0,14,0.20,1,4,0,235,0,4,0.05,0.25,4.16,463981,2.3
69,Daniel,Jebbison,3,4,0,0,7,0.12,0,1,0,56,0,0,0.21,0.33,1.77,523700,0.9
70,Milos,Kerkez,3,2,3,8,93,1.83,6,30,2,2267,0,26,0.46,2.29,33.88,544877,3.6
71,Justin,Kluivert,3,3,5,11,130,1.98,10,20,11,1676,0,21,9.07,11.05,23.47,222683,5.2
72,Chris,Mepham,3,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,223911,0.0
73,Norberto,Murara Neto,1,1,0,0,7,0.00,0,2,0,180,0,2,0.00,0.00,2.91,69752,3.5
74,Dango,Ouattara,3,3,4,7,95,2.53,5,14,7,1410,0,14,6.58,9.11,21.86,533463,4.1
75,Alex,Paulsen,3,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,495145,0.0
76,Philip,Billing,3,3,0,0,10,0.97,0,4,0,176,0,1,0.55,1.52,3.35,168991,1.0
77,Alex,Scott,3,3,0,0,12,0.27,1,3,0,288,0,2,0.17,0.44,4.08,503139,1.2
78,Antoine,Semenyo,3,3,5,7,108,3.31,7,27,7,2196,0,25,7.30,10.61,31.72,437730,4.3
79,Marcos,Senesi,3,2,0,3,21,0.44,1,15,0,917,0,11,0.81,1.25,12.04,221466,1.9
80,Luis,Sinisterra,3,3,1,2,20,0.91,0,3,1,205,0,1,1.09,2.00,3.81,224995,2.2
81,Adam,Smith,3,2,0,0,34,0.10,3,13,0,1032,0,12,0.60,0.70,12.51,54469,2.0
82,Dominic,Solanke-Mitchell,18,4,5,6,83,1.08,3,29,7,1598,0,18,8.43,9.51,30.07,154566,4.6
83,Marcus,Tavernier,3,3,6,2,63,2.21,3,19,2,1285,0,14,4.49,6.70,17.02,201658,3.3
84,Mark,Travers,3,1,0,1,19,0.01,1,5,0,450,0,5,0.00,0.01,7.36,229600,3.8
85,Illia,Zabarnyi,3,2,0,3,64,0.41,6,30,0,2280,1,26,0.81,1.22,32.74,477580,2.5
86,Kristoffer,Ajer,4,2,0,0,23,0.37,2,16,0,965,0,12,0.59,0.96,14.80,191866,1.8
87,Ethan,Brierley,4,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,494041,0.0
88,Nathan,Collins,4,2,5,5,86,1.19,5,42,2,2340,0,26,2.12,3.31,41.46,432830,3.3
89,Mikkel,Damsgaard,4,3,9,10,102,4.89,8,29,2,1953,0,23,2.21,7.10,33.48,440089,3.9
90,Josh,Dasilva,4,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,183656,0.0
91,Mark,Flekken,4,1,1,5,87,0.08,4,40,0,2195,0,25,0.00,0.08,39.97,118342,3.5
92,Rico,Henry,4,2,0,0,1,0.00,0,0,0,3,0,0,0.00,0.00,0.26,194010,1.0
93,Aaron,Hickey,4,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,472713,0.0
94,Vitaly,Janelt,4,3,3,2,64,2.15,6,33,1,1863,0,22,0.65,2.80,31.84,204580,2.6
95,Mathias,Jensen,4,3,1,1,27,1.15,2,14,0,713,0,8,0.23,1.38,12.87,207283,1.8
96,Kim,Ji-soo,4,2,0,0,2,0.00,0,0,0,27,0,0,0.00,0.00,0.32,570241,1.0
97,Yunus Emre,Konak,4,3,0,0,6,0.00,0,2,0,22,0,0,0.15,0.15,1.22,628204,1.0
98,Keane,Lewis-Potter,4,3,4,0,69,3.71,6,37,1,2097,0,24,2.31,6.02,37.64,249231,2.7
99,Bryan,Mbeumo,4,3,4,23,166,6.44,6,40,15,2335,0,26,8.75,15.19,40.55,446008,6.4
100,Ben,Mee,4,2,0,0,8,0.02,1,4,0,175,0,2,0.00,0.02,2.64,51927,1.3
101,Christian,Nørgaard,4,3,2,1,61,0.61,3,31,3,1830,1,23,2.64,3.25,31.15,128295,2.7
102,Frank,Onyeka,4,3,0,0,2,0.02,0,0,0,23,0,0,0.00,0.02,0.69,428580,1.0
103,Myles,Peart-Harris,4,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,450539,0.0
104,Ethan,Pinnock,4,2,0,0,40,0.63,2,30,2,1560,0,17,0.87,1.50,28.89,231065,2.2
105,Mads,Roerslev Rasmussen,4,2,2,0,36,2.09,2,20,0,1100,0,11,0.20,2.29,21.52,226956,1.9
106,Kevin,Schade,4,3,4,7,97,1.00,6,22,7,1313,0,14,5.41,6.41,18.44,513418,3.7
107,Igor Thiago,Nascimento Rodrigues,4,4,0,0,5,0.02,0,2,0,129,0,1,0.10,0.12,2.52,502500,1.2
108,Ivan,Toney,4,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,144485,0.0
109,Hákon,Valdimarsson,4,1,0,0,2,0.00,0,2,0,144,0,1,0.00,0.00,1.49,507433,1.0
110,Yoane,Wissa,4,4,3,18,113,1.27,6,30,11,1841,0,22,12.04,13.30,30.44,216646,4.9
111,Yehor,Yarmoliuk,4,3,0,0,24,0.36,0,16,0,673,0,6,0.62,0.98,16.61,508395,1.2
112,Mathias,Jorgensen,4,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,48760,0.0
113,Simon,Adingra,5,3,1,0,37,1.59,1,13,2,602,0,6,1.47,3.06,11.19,535818,2.1
114,Benicio,Baker-Boaitey,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,475480,0.0
115,Carlos,Baleba,5,3,1,4,56,0.85,7,21,2,1693,1,20,2.47,3.32,23.10,535301,2.5
116,Valentín,Barco,5,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,543158,0.0
117,Facundo,Buonanotte,11,3,2,4,59,1.99,2,25,4,1179,0,12,3.38,5.37,24.50,536916,2.7
118,Amario,Cozier-Duberry,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,519324,0.0
119,Mahmoud,Dahoud,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,168090,0.0
120,Lewis,Dunk,5,2,1,0,38,0.64,4,30,0,1560,0,17,0.69,1.33,27.48,83299,2.0
121,Julio,Enciso,10,3,1,0,20,0.53,1,6,0,401,0,4,1.49,2.02,5.90,474120,1.3
122,Pervis,Estupiñán,5,2,1,6,40,1.65,2,24,0,1438,0,15,0.50,2.15,24.38,204214,2.1
123,Evan,Ferguson,19,4,0,2,21,0.63,1,5,1,270,0,2,0.69,1.32,4.90,487117,1.5
124,Billy,Gilmour,5,3,0,0,3,0.04,0,1,0,97,0,1,0.08,0.12,1.32,243568,1.5
125,Pascal,Groß,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,60307,0.0
126,Jack,Hinshelwood,5,3,0,5,42,0.76,5,16,2,1054,0,13,0.88,1.64,18.55,532529,3.0
127,Ibrahim,Osman,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,612855,0.0
128,Igor Julio,dos Santos de Paulo,5,2,0,0,17,0.23,1,16,0,900,0,9,0.05,0.28,15.26,223434,1.4
129,João Pedro,Junqueira de Jesus,5,4,6,18,93,2.20,6,17,6,1447,0,17,4.93,7.13,17.74,475168,4.7
130,Kacper,Kozłowski,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,484658,0.0
131,Tariq,Lamptey,5,2,2,1,38,0.37,2,19,2,672,0,8,0.38,0.75,11.45,232792,3.2
132,Solly,March,5,3,0,0,1,0.02,0,0,0,23,0,0,0.07,0.09,0.38,109345,0.5
133,Adrian,Mazilu,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,550141,0.0
134,James,Milner,5,3,0,0,5,0.15,1,1,0,169,0,3,0.16,0.31,1.98,15157,1.7
135,Yankuba,Minteh,5,3,4,6,70,3.35,3,18,5,1009,0,10,3.16,6.51,14.29,592031,3.3
136,Mitoma,Kaoru,5,3,4,12,113,3.45,6,29,7,2055,0,23,6.25,9.70,29.56,451340,4.3
137,Jakub,Moder,5,3,0,0,4,0.53,0,0,0,9,0,0,0.00,0.53,0.26,243505,1.0
138,Mark,O’Mahony,5,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,574402,0.0
139,Odeluga,Offiah,5,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,445548,0.0
140,Cameron,Peupion,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,491598,0.0
141,Jeremy,Sarmiento Morante,5,3,0,0,1,0.00,0,0,0,8,0,0,0.00,0.00,0.00,441192,1.0
142,Jason,Steele,5,1,0,1,9,0.00,1,1,0,180,0,2,0.00,0.00,1.88,49262,4.5
143,Deniz,Undav,5,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,450434,0.0
144,Jan Paul,van Hecke,5,2,1,5,66,1.09,6,30,0,2060,0,23,0.92,2.01,29.63,469142,2.8
145,Joël,Veltman,5,2,0,7,58,1.29,6,23,0,1642,0,19,0.47,1.76,23.78,111478,3.1
146,Bart,Verbruggen,5,1,1,5,77,0.01,6,37,0,2160,0,24,0.00,0.01,35.26,489639,3.2
147,Adam,Webster,5,2,0,0,21,0.09,3,4,0,345,0,5,0.02,0.11,5.08,110735,2.6
148,Danny,Welbeck,5,4,4,13,83,0.93,6,23,6,1436,0,17,6.08,7.01,25.88,50175,4.4
149,Mats,Wieffer,5,3,2,3,29,0.19,1,12,1,471,0,4,0.50,0.69,9.70,467779,2.1
150,Andrey,Nascimento dos Santos,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,532605,0.0
151,Ângelo Gabriel,Borges Damaceno,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,518620,0.0
152,Kepa,Arrizabalaga,3,1,0,4,69,0.00,5,23,0,1710,0,19,0.00,0.00,23.93,109745,3.6
153,Benoît,Badiashile,6,2,0,0,5,0.06,0,4,0,247,0,2,0.00,0.06,4.63,242880,1.2
154,Lucas,Bergström,6,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,482158,0.0
155,Marcus,Bettinelli,6,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,122074,0.0
156,Armando,Broja,8,4,0,0,5,0.09,0,2,0,156,0,2,0.11,0.20,2.37,440323,1.0
157,Moisés,Caicedo Corozo,6,3,3,2,65,1.91,5,35,1,2279,0,26,0.55,2.46,36.13,486672,2.5
158,Cesare,Casadei,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,505187,0.0
159,Trevoh,Chalobah,6,2,1,8,66,0.56,3,20,3,1338,0,16,1.42,1.98,20.78,180736,3.9
160,Ben,Chilwell,7,2,0,0,2,0.25,0,1,0,31,0,0,0.05,0.30,0.32,172850,1.0
161,Carney,Chukwuemeka,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,478912,0.0
162,Levi,Colwill,6,2,1,1,51,1.10,4,34,0,2160,0,24,0.56,1.66,35.41,460028,2.1
163,Marc,Cucurella Saseta,6,2,2,3,61,1.81,3,31,2,1985,1,22,1.55,3.36,31.17,179268,2.5
164,David Datro,Fofana,6,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,520295,0.0
165,Deivid Washington,de Souza Eugênio,6,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,617054,0.0
166,Kiernan,Dewsbury-Hall,6,3,1,1,12,0.19,0,3,0,157,0,1,0.22,0.41,2.59,215413,1.7
167,Axel,Disasi,2,2,0,0,24,0.34,2,6,1,543,0,6,0.29,0.63,9.10,220362,3.0
168,Enzo,Fernández,6,3,5,6,82,4.25,3,30,4,1867,0,20,4.11,8.36,28.77,448047,3.4
169,Conor,Gallagher,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,232787,0.0
170,Alfie,Gilchrist,6,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,514280,0.0
171,Malo,Gusto,6,2,1,0,34,1.45,1,24,0,1451,0,16,1.32,2.77,23.63,482609,1.5
172,Reece,James,6,2,1,1,22,0.64,0,11,1,597,0,7,0.19,0.83,12.70,225796,2.2
173,Omari,Kellyman,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,549068,0.0
174,Roméo,Lavia,6,3,1,0,15,0.30,1,10,0,530,0,8,0.18,0.48,10.96,514356,1.5
175,Romelu,Lukaku Bolingoli,6,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,66749,0.0
176,Malang,Sarr,6,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,204727,0.0
177,Noni,Madueke,6,3,4,12,100,2.23,3,23,7,1449,0,19,7.58,9.81,23.71,248857,4.3
178,Marc,Guiu Paz,6,4,0,0,3,0.02,0,2,0,71,0,0,0.00,0.02,1.46,499309,1.0
179,Mykhailo,Mudryk,6,3,0,0,7,0.66,0,2,0,145,0,1,0.24,0.90,3.28,465920,1.0
180,Nicolas,Jackson,6,4,6,15,108,1.65,8,19,9,1735,0,22,10.71,12.36,23.95,517052,4.7
181,Christopher,Nkunku,6,3,1,4,41,0.71,0,15,2,611,0,5,4.28,4.99,14.09,213198,1.9
182,Cole,Palmer,6,3,8,31,177,7.28,4,35,14,2280,0,26,12.42,19.70,35.86,244851,6.8
183,Đorđe,Petrović,6,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,457569,0.0
184,Renato,Palma Veiga,6,3,0,0,7,0.15,1,2,0,176,0,1,0.16,0.31,3.17,551230,1.0
185,Robert,Sánchez,6,1,0,7,74,0.01,4,27,0,1890,0,21,0.00,0.01,29.75,215059,3.5
186,Raheem,Sterling,1,3,1,0,16,0.33,1,2,0,290,0,4,1.04,1.37,2.07,103955,1.5
187,Tosin,Adarabioyo,6,2,0,3,33,0.12,2,12,1,902,0,9,0.79,0.91,15.53,109646,2.5
188,Lesley,Ugochukwu,17,3,1,0,22,0.40,0,24,0,857,0,8,0.35,0.75,24.57,503714,1.4
189,Wesley,Fofana,6,2,0,2,19,0.15,1,12,0,1015,0,12,0.40,0.55,13.99,444463,1.6
190,Naouirou,Ahamada,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,466117,0.0
191,Joachim,Andersen,9,2,0,3,33,0.34,3,28,0,1593,1,18,0.39,0.73,19.32,174874,1.8
192,Jordan,Ayew,11,3,0,3,57,1.21,2,36,4,1311,0,15,3.35,4.56,24.50,80146,2.4
193,Cheick,Doucouré,7,3,1,0,19,0.11,1,6,0,443,0,4,0.40,0.51,7.53,438464,1.5
194,Chris,Richards,7,2,0,1,42,0.09,5,16,0,1156,0,13,0.36,0.45,17.27,427623,2.8
195,Chadi,Riad Dnanou,7,2,0,0,1,0.02,0,2,0,90,0,1,0.00,0.02,1.39,515621,1.0
196,Nathaniel,Clyne,7,2,0,0,16,0.13,1,9,0,392,0,4,0.01,0.14,9.30,57328,1.5
197,Malcolm,Ebiowei,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,450535,0.0
198,Odsonne,Edouard,11,4,0,0,7,0.07,0,3,0,141,0,1,0.39,0.46,3.72,199670,1.2
199,Eberechi,Eze,7,3,5,6,78,3.12,7,19,2,1745,0,20,5.15,8.27,23.18,232413,3.5
200,Marc,Guéhi,7,2,2,10,94,1.10,8,31,3,2250,0,25,1.50,2.60,33.66,209036,3.8
201,Dean,Henderson,7,1,0,4,94,0.02,8,32,0,2340,0,26,0.01,0.03,34.60,172649,3.6
202,Rob,Holding,7,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,156074,0.0
203,Will,Hughes,7,3,4,3,53,2.08,7,21,0,1579,0,18,0.87,2.95,23.51,108413,2.3
204,Sam,Johnstone,20,1,0,0,12,0.00,0,17,0,630,0,7,0.00,0.00,12.98,101982,1.7
205,Daichi,Kamada,7,3,0,0,30,0.99,3,16,0,942,1,10,0.70,1.69,15.76,209400,1.4
206,Jefferson,Lerma Solís,7,3,0,0,35,1.30,4,19,0,1416,0,17,0.85,2.15,19.40,152551,1.7
207,Jean-Philippe,Mateta,7,4,2,20,115,2.10,7,27,11,2039,0,24,10.94,13.04,30.00,231747,4.4
208,Matheus,França de Oliveira,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,536694,0.0
209,Remi,Matthews,7,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,169593,0.0
210,Tyrick,Mitchell,7,2,3,4,86,2.95,9,30,0,2238,0,26,0.63,3.58,33.24,244723,3.3
211,Daniel,Muñoz,7,2,4,7,102,2.28,8,27,3,2164,0,25,3.63,5.91,30.57,247348,4.1
212,David,Ozoh,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,531989,0.0
213,Jesurun,Rak-Sakyi,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,450542,0.0
214,Jeffrey,Schlupp,7,3,0,0,12,0.14,0,3,0,95,0,0,0.17,0.31,1.53,86417,1.0
215,Joel,Ward,7,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,55494,0.0
216,Adam,Wharton,7,3,0,0,18,0.68,1,10,0,677,0,8,0.22,0.90,10.25,496221,1.6
217,Abdoulaye,Doucouré,8,3,1,2,63,0.87,9,25,2,1851,1,22,2.71,3.58,25.18,121599,2.7
218,Norberto Bercique,Gomes Betuncal,8,4,0,9,56,0.15,2,14,6,661,0,5,3.91,4.06,7.53,486385,3.1
219,Jarrad,Branthwaite,8,2,1,3,61,0.23,7,17,0,1536,0,17,0.61,0.84,18.06,480455,3.2
220,Dominic,Calvert-Lewin,8,4,2,3,59,0.63,8,17,3,1571,0,19,6.05,6.68,23.22,177815,2.7
221,Séamus,Coleman,8,2,0,0,3,0.01,0,4,0,196,0,2,0.62,0.63,4.32,59949,1.0
222,Idrissa,Gueye,8,3,2,3,59,1.05,8,30,0,2012,0,23,0.99,2.04,27.79,80801,2.4
223,James,Garner,8,3,1,0,18,0.68,2,9,0,600,0,6,0.09,0.77,7.28,232928,2.0
224,Jack,Harrison,8,3,2,0,44,1.66,4,19,0,1240,0,14,2.85,4.51,20.59,221399,2.0
225,Mason,Holgate,8,2,0,0,1,0.00,0,1,0,5,0,0,0.00,0.00,0.07,194164,1.0
226,Tim,Iroegbunam,8,3,1,0,15,0.13,0,13,0,415,0,4,0.23,0.36,8.88,490094,1.5
227,João,Neves Virgínia,8,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,222627,0.0
228,Michael,Keane,8,2,0,3,33,0.02,2,17,2,812,0,9,0.43,0.45,14.42,106611,3.3
229,Neal,Maupay,8,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,115382,0.0
230,Dwight,McNeil,8,3,5,6,65,3.96,4,21,3,1140,0,13,0.87,4.82,17.67,433154,5.0
231,Vitalii,Mykolenko,8,2,1,5,75,1.24,8,29,0,2092,0,24,0.39,1.63,27.70,224967,3.1
232,Iliman,Ndiaye,8,4,0,15,81,1.03,11,20,6,1874,0,22,3.58,4.61,23.85,440993,3.4
233,Amadou,Onana,2,3,0,5,41,0.25,2,21,2,1078,0,14,1.85,2.10,17.71,449871,2.4
234,Nathan,Patterson,8,2,0,0,7,0.30,0,2,0,124,0,0,0.07,0.37,1.94,243571,1.0
235,Jordan,Pickford,8,1,1,10,109,0.17,9,33,0,2340,0,26,0.00,0.17,32.21,111234,4.2
236,James,Tarkowski,8,2,1,7,89,1.93,9,33,1,2331,0,26,1.06,2.99,32.21,17761,3.4
237,Youssef,Ramalho Chermiti,8,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,491012,0.0
238,Ashley,Young,8,2,4,8,78,1.82,7,22,1,1535,1,17,0.27,2.09,21.49,18892,3.4
239,Adama,Traoré,9,3,4,4,65,3.63,3,19,2,1303,0,14,3.68,7.31,15.17,159533,2.6
240,Andreas,Hoelgebaum Pereira,9,3,4,1,56,3.23,4,19,2,1309,0,16,3.07,6.30,16.40,156689,2.4
241,Calvin,Bassey,9,2,0,0,59,0.26,4,33,1,2250,0,25,0.99,1.25,27.09,232892,2.4
242,Steven,Benda,9,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,428971,0.0
243,Tom,Cairney,9,3,0,0,21,0.92,1,8,1,406,1,2,0.15,1.07,5.95,76357,1.2
244,Timothy,Castagne,9,2,1,0,32,0.37,2,18,0,1067,0,11,0.15,0.52,12.47,166477,2.0
245,Issa,Diop,9,2,0,0,27,0.06,1,14,0,1078,0,12,0.51,0.57,14.82,219924,1.5
246,Luke,Harris,9,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,515024,0.0
247,Alex,Iwobi,9,3,3,12,111,5.24,5,31,7,2187,0,26,3.20,8.44,26.46,153133,4.3
248,Bernd,Leno,9,1,1,2,77,0.02,4,35,0,2340,0,26,0.00,0.02,29.22,80201,3.0
249,Saša,Lukić,9,3,2,1,41,1.12,3,27,0,1676,0,20,0.82,1.94,20.20,212314,2.0
250,Kevin,Mbabu,9,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,120721,0.0
251,Rodrigo,Muniz Carvalho,9,4,1,8,56,0.10,2,12,4,680,0,5,3.98,4.08,9.51,244042,2.2
252,Raúl,Jiménez,9,4,3,18,107,1.72,6,24,9,1682,0,21,9.18,10.90,20.84,102057,4.1
253,Tim,Ream,9,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,82514,0.0
254,Harrison,Reed,9,3,0,0,7,0.09,0,2,0,62,0,0,0.14,0.23,2.99,153366,0.8
255,Antonee,Robinson,9,2,10,7,91,3.19,4,35,0,2340,0,26,0.70,3.89,29.22,169528,3.5
256,Jay,Stansfield,9,4,0,0,1,0.00,0,0,0,1,0,0,0.00,0.00,0.67,490146,1.0
257,Kenny,Tete,9,2,2,0,37,0.44,2,17,0,1262,0,15,1.02,1.46,16.77,167074,2.5
258,Carlos Vinícius,Alves Morais,9,4,0,0,1,0.00,0,0,0,3,0,0,0.06,0.06,0.00,245824,1.0
259,Harry,Wilson,9,3,2,6,63,0.94,2,13,5,829,0,8,3.29,4.23,11.69,153682,3.3
260,Ali,Al-Hamadi,10,4,0,0,8,0.04,0,5,0,125,0,0,0.35,0.39,3.84,462387,0.7
261,Elkan,Baggott,10,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,517178,0.0
262,Nathan,Broadhead,10,3,0,0,14,0.99,1,6,0,396,0,4,1.10,2.09,5.34,173818,1.4
263,Cameron,Burgess,10,2,1,0,14,0.23,0,23,0,900,0,10,0.72,0.95,21.61,122411,1.4
264,Wes,Burns,10,3,1,0,30,1.17,1,23,0,922,0,12,0.50,1.67,23.62,149929,1.7
265,Conor,Chaplin,10,3,2,0,33,0.54,1,12,1,605,0,7,1.18,1.72,14.60,196411,2.2
266,Harry,Clarke,10,2,0,0,1,0.10,0,10,0,377,1,4,0.08,0.18,9.10,232228,0.1
267,Leif,Davis,10,2,2,5,48,3.68,2,52,1,2202,0,25,0.84,4.52,49.88,455084,1.9
268,Liam,Delap,10,4,2,17,103,1.28,3,41,10,1922,0,24,7.96,9.24,40.06,463034,4.1
269,George,Edmundson,10,2,0,0,1,0.00,0,0,0,1,0,0,0.00,0.00,0.00,214964,1.0
270,Jacob,Greaves,10,2,0,0,30,0.12,2,31,1,1440,0,16,0.68,0.80,31.42,449429,1.9
271,Marcus,Myers-Harness,10,3,0,0,2,0.05,0,2,0,43,0,0,0.00,0.05,1.36,167191,1.0
272,George,Hirst,10,4,1,2,23,0.11,0,5,1,230,0,1,0.97,1.08,7.31,222625,1.6
273,Cameron,Humphreys,10,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,524180,0.0
274,Omari,Giraud-Hutchinson,10,3,2,5,71,1.58,3,45,3,2047,0,24,2.18,3.76,43.81,503301,3.0
275,Ben,Johnson,10,2,1,0,16,0.39,0,26,0,912,0,9,0.40,0.79,27.07,222018,1.1
276,Freddie,Ladapo,10,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,94926,0.0
277,Massimo,Luongo,10,3,0,0,9,0.01,0,5,0,179,0,2,0.00,0.01,6.30,106606,1.3
278,Sam,Morsy,10,3,1,5,52,1.01,2,44,1,1912,0,21,0.31,1.32,41.90,74944,2.3
279,Corrie,Ndaba,10,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,246265,0.0
280,Cieran,Slicker,10,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,434044,0.0
281,Jack,Taylor,10,3,0,1,24,0.72,0,8,1,443,0,1,0.55,1.27,8.49,231899,1.2
282,Axel,Tuanzebe,10,2,0,0,15,0.09,1,21,0,1015,1,12,0.18,0.27,19.53,180804,1.2
283,Christian,Walton,10,1,0,2,14,0.00,1,16,0,540,0,6,0.00,0.00,12.87,108813,2.3
284,Luke,Woolfenden,10,2,0,0,14,0.02,1,18,0,827,0,8,0.03,0.05,18.28,220583,1.3
285,Boubakary,Soumaré,11,3,0,0,26,0.70,0,37,0,1371,0,15,0.21,0.91,27.53,225902,1.4
286,Tom,Cannon,11,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461416,0.0
287,Hamza,Choudhury,11,3,0,0,4,0.19,0,5,0,129,0,1,0.00,0.19,5.28,197469,1.0
288,Conor,Coady,11,2,0,0,9,0.45,0,23,0,722,0,8,0.00,0.45,17.15,94147,0.8
289,Patson,Daka,11,4,0,2,20,0.03,0,8,1,301,0,1,0.50,0.53,7.30,245419,1.5
290,Bobby,De Cordova-Reid,11,3,4,2,40,0.14,0,14,1,561,0,6,0.75,0.89,11.17,96994,2.2
291,Wout,Faes,11,2,0,0,31,0.36,1,44,1,1822,0,19,1.14,1.50,39.52,218218,1.3
292,Michael,Golding,11,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,549640,0.0
293,Mads,Hermansen,11,1,0,0,42,0.02,1,41,0,1665,0,19,0.00,0.02,37.20,467189,2.2
294,Daniel,Iversen,11,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,207270,0.0
295,James,Justin,11,2,1,2,44,0.48,1,50,2,2020,0,24,1.37,1.85,45.13,220627,1.8
