ID,First Name,Last Name,Team,Position,Assists,bonus,Total points,xA,CS,Gc,Goals Scored,minutes,red_cards,starts,xG,xGi,xGc,code,PpG
91,Mark,Flekken,4,1,0,0,29,0.02,0,22,0,990,0,11,0.00,0.02,19.73,118342,2.6
92,Rico,Henry,4,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,194010,0.0
93,Aaron,Hickey,4,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,472713,0.0
94,Vitaly,Janelt,4,3,3,2,38,1.05,1,20,1,904,0,11,0.42,1.47,17.02,204580,3.5
95,Mathias,Jensen,4,3,1,1,13,0.56,0,8,0,346,0,4,0.12,0.68,7.08,207283,2.2
96,Kim,Ji-soo,4,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,570241,0.0
97,Yunus Emre,Konak,4,3,0,0,4,0.00,0,2,0,18,0,0,0.15,0.15,1.22,628204,1.0
98,Keane,Lewis-Potter,4,3,3,0,29,1.49,1,17,0,763,0,9,0.84,2.33,16.39,249231,2.6
99,Bryan,Mbeumo,4,3,1,12,76,2.67,1,20,8,985,0,11,3.88,6.55,18.82,446008,6.9
100,Ben,Mee,4,2,0,0,1,0.00,0,2,0,4,0,0,0.00,0.00,0.46,51927,0.5
101,Christian,Nørgaard,4,3,1,0,24,0.17,0,16,1,775,0,9,1.15,1.32,14.27,128295,2.7
102,Frank,Onyeka,4,3,0,0,2,0.02,0,0,0,23,0,0,0.00,0.02,0.69,428580,1.0
103,Myles,Peart-Harris,4,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,450539,0.0
104,Ethan,Pinnock,4,2,0,0,23,0.53,0,22,2,990,0,11,0.84,1.37,19.73,231065,2.1
105,Mads,Roerslev Rasmussen,4,2,1,0,12,0.56,0,11,0,444,0,4,0.01,0.57,9.06,226956,1.3
106,Kevin,Schade,4,3,1,0,18,0.06,1,10,0,482,0,5,1.46,1.52,7.61,513418,1.6
107,Igor Thiago,Nascimento Rodrigues,4,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,502500,0.0
108,Ivan,Toney,4,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,144485,0.0
109,Hákon,Valdimarsson,4,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,507433,0.0
110,Yoane,Wissa,4,4,2,11,54,0.33,1,11,6,565,0,7,4.47,4.80,10.40,216646,6.8
111,Yehor,Yarmoliuk,4,3,0,0,7,0.05,0,4,0,138,0,1,0.22,0.27,4.25,508395,1.0
112,Mathias,Jorgensen,4,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,48760,0.0
113,Simon,Adingra,5,3,1,0,17,0.70,0,2,1,201,0,2,0.32,1.02,3.34,535818,2.4
114,Benicio,Baker-Boaitey,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,475480,0.0
115,Carlos,Baleba,5,3,1,2,28,0.22,3,8,1,615,0,7,0.90,1.12,11.58,535301,3.1
116,Valentín,Barco,5,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,543158,0.0
117,Facundo,Buonanotte,11,3,2,3,38,1.32,1,14,3,729,0,8,2.38,3.70,13.69,536916,3.8
118,Amario,Cozier-Duberry,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,519324,0.0
119,Mahmoud,Dahoud,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,168090,0.0
120,Lewis,Dunk,5,2,0,0,22,0.29,3,10,0,705,0,8,0.25,0.54,13.39,83299,2.8
121,Julio,Enciso,5,3,0,0,7,0.16,0,1,0,84,0,0,0.17,0.33,0.73,474120,1.0
122,Pervis,Estupiñán,5,2,0,0,6,0.74,0,11,0,522,0,5,0.22,0.96,12.55,204214,0.8
123,Evan,Ferguson,5,4,0,2,12,0.00,0,2,1,100,0,1,0.19,0.19,1.87,487117,2.0
124,Billy,Gilmour,5,3,0,0,3,0.04,0,1,0,97,0,1,0.08,0.12,1.32,243568,1.5
125,Pascal,Groß,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,60307,0.0
126,Jack,Hinshelwood,5,3,0,3,28,0.68,3,13,1,839,0,10,0.74,1.42,16.85,532529,2.8
127,Ibrahim,Osman,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,612855,0.0
128,Igor Julio,dos Santos de Paulo,5,2,0,0,9,0.05,1,7,0,474,0,4,0.05,0.10,8.83,223434,1.5
129,João Pedro,Junqueira de Jesus,5,4,1,8,30,0.62,1,2,3,305,0,3,1.43,2.05,4.15,475168,6.0
130,Kacper,Kozłowski,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,484658,0.0
131,Tariq,Lamptey,5,2,1,0,3,0.03,0,2,0,10,0,0,0.00,0.03,0.53,232792,3.0
132,Solly,March,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,109345,0.0
133,Adrian,Mazilu,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,550141,0.0
134,James,Milner,5,3,0,0,5,0.15,1,1,0,169,0,3,0.16,0.31,1.98,15157,1.7
135,Yankuba,Minteh,5,3,2,0,21,1.20,1,5,1,405,0,5,0.83,2.03,5.09,592031,3.0
136,Mitoma,Kaoru,5,3,3,1,38,2.00,2,14,1,914,0,10,2.57,4.57,17.19,451340,3.5
137,Jakub,Moder,5,3,0,0,2,0.00,0,0,0,4,0,0,0.00,0.00,0.16,243505,1.0
138,Mark,O’Mahony,5,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,574402,0.0
139,Odeluga,Offiah,5,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,445548,0.0
140,Cameron,Peupion,5,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,491598,0.0
141,Jeremy,Sarmiento Morante,5,3,0,0,1,0.00,0,0,0,8,0,0,0.00,0.00,0.00,441192,1.0
142,Jason,Steele,5,1,0,1,9,0.00,1,1,0,180,0,2,0.00,0.00,1.88,49262,4.5
143,Deniz,Undav,5,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,450434,0.0
144,Jan Paul,van Hecke,5,2,1,0,23,0.39,2,9,0,729,0,8,0.09,0.48,11.14,469142,2.6
145,Joël,Veltman,5,2,0,5,32,1.06,3,11,0,866,0,10,0.07,1.13,13.19,111478,3.2
146,Bart,Verbruggen,5,1,0,2,28,0.00,2,14,0,810,0,9,0.00,0.00,16.74,489639,3.1
147,Adam,Webster,5,2,0,0,1,0.03,0,4,0,78,0,2,0.00,0.03,3.95,110735,0.3
148,Danny,Welbeck,5,4,2,13,64,0.34,4,13,6,928,0,11,5.11,5.45,17.65,50175,5.8
149,Mats,Wieffer,5,3,1,0,12,0.11,1,7,0,233,0,2,0.17,0.28,6.29,467779,1.7
150,Andrey,Nascimento dos Santos,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,532605,0.0
151,Ângelo Gabriel,Borges Damaceno,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,518620,0.0
152,Kepa,Arrizabalaga,3,1,0,0,19,0.00,1,10,0,540,0,6,0.00,0.00,7.58,109745,3.2
153,Benoît,Badiashile,6,2,0,0,1,0.00,0,0,0,37,0,0,0.00,0.00,0.09,242880,1.0
154,Lucas,Bergström,6,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,482158,0.0
155,Marcus,Bettinelli,6,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,122074,0.0
156,Armando,Broja,8,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,440323,0.0
157,Moisés,Caicedo Corozo,6,3,2,2,35,1.21,2,13,1,975,0,11,0.26,1.47,14.43,486672,3.2
158,Cesare,Casadei,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,505187,0.0
159,Trevoh,Chalobah,7,2,0,2,20,0.06,1,6,1,447,0,5,0.36,0.42,7.01,180736,4.0
160,Ben,Chilwell,6,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,172850,0.0
161,Carney,Chukwuemeka,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,478912,0.0
162,Levi,Colwill,6,2,0,1,24,0.79,2,13,0,990,0,11,0.19,0.98,14.29,460028,2.2
163,Marc,Cucurella Saseta,6,2,0,0,18,0.67,2,9,0,737,0,8,0.04,0.71,9.54,179268,1.8
164,David Datro,Fofana,6,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,520295,0.0
165,Deivid Washington,de Souza Eugênio,6,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,617054,0.0
166,Kiernan,Dewsbury-Hall,6,3,0,0,3,0.03,0,1,0,44,0,0,0.00,0.03,0.34,215413,1.0
167,Axel,Disasi,6,2,0,0,7,0.00,1,0,0,94,0,1,0.00,0.00,1.90,220362,3.5
168,Enzo,Fernández,6,3,1,0,19,0.72,1,8,0,607,0,6,0.48,1.20,6.09,448047,1.9
169,Conor,Gallagher,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,232787,0.0
170,Alfie,Gilchrist,6,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,514280,0.0
171,Malo,Gusto,6,2,0,0,11,0.38,0,12,0,726,0,9,0.92,1.30,10.31,482609,1.2
172,Reece,James,6,2,0,0,5,0.22,0,4,0,240,0,3,0.00,0.22,5.78,225796,1.2
173,Omari,Kellyman,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,549068,0.0
174,Roméo,Lavia,6,3,1,0,12,0.26,0,6,0,336,0,5,0.00,0.26,6.95,514356,2.0
175,Romelu,Lukaku Bolingoli,6,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,66749,0.0
176,Malang,Sarr,6,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,204727,0.0
177,Noni,Madueke,6,3,1,6,49,0.96,2,11,4,754,0,10,2.79,3.75,12.04,248857,4.9
178,Marc,Guiu Paz,6,4,0,0,1,0.00,0,1,0,24,0,0,0.00,0.00,0.11,499309,1.0
179,Mykhailo,Mudryk,6,3,0,0,7,0.66,0,2,0,145,0,1,0.24,0.90,3.28,465920,1.0
180,Nicolas,Jackson,6,4,3,9,60,0.38,2,12,6,865,0,11,5.95,6.33,13.41,517052,5.5
181,Christopher,Nkunku,6,3,0,1,15,0.19,0,1,1,153,0,1,2.02,2.21,2.33,213198,1.5
182,Cole,Palmer,6,3,5,13,84,2.51,2,13,7,955,0,11,4.88,7.39,14.15,244851,7.6
183,Đorđe,Petrović,6,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,457569,0.0
184,Renato,Palma Veiga,6,3,0,0,5,0.15,1,1,0,164,0,1,0.16,0.31,2.29,551230,1.0
185,Robert,Sánchez,6,1,0,5,44,0.01,2,13,0,990,0,11,0.00,0.01,14.55,215059,4.0
186,Raheem,Sterling,1,3,0,0,4,0.05,0,1,0,121,0,2,0.33,0.38,0.59,103955,1.0
187,Tosin,Adarabioyo,6,2,0,0,7,0.00,1,2,0,171,0,2,0.00,0.00,3.16,109646,1.8
188,Lesley,Ugochukwu,17,3,0,0,5,0.06,0,6,0,170,0,2,0.21,0.27,3.46,503714,1.0
189,Wesley,Fofana,6,2,0,2,16,0.12,1,11,0,866,0,10,0.40,0.52,12.26,444463,1.6
190,Naouirou,Ahamada,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,466117,0.0
191,Joachim,Andersen,9,2,0,3,20,0.12,2,11,0,693,1,8,0.25,0.37,9.66,174874,2.5
192,Jordan,Ayew,11,3,0,1,24,0.22,1,11,2,512,0,5,1.68,1.90,9.48,80146,2.2
193,Cheick,Doucouré,7,3,1,0,8,0.01,0,2,0,129,0,1,0.06,0.07,2.09,438464,1.6
194,Chris,Richards,7,2,0,0,9,0.01,1,5,0,343,0,4,0.12,0.13,6.69,427623,2.2
195,Chadi,Riad Dnanou,7,2,0,0,1,0.02,0,2,0,90,0,1,0.00,0.02,1.39,515621,1.0
196,Nathaniel,Clyne,7,2,0,0,12,0.02,1,4,0,293,0,3,0.01,0.03,5.99,57328,2.4
197,Malcolm,Ebiowei,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,450535,0.0
198,Odsonne,Edouard,11,4,0,0,7,0.07,0,3,0,141,0,1,0.39,0.46,3.72,199670,1.2
199,Eberechi,Eze,7,3,1,3,31,1.38,2,11,1,810,0,9,2.92,4.30,12.81,232413,3.4
200,Marc,Guéhi,7,2,0,2,37,0.24,2,15,2,990,0,11,1.06,1.30,16.17,209036,3.4
201,Dean,Henderson,7,1,0,3,36,0.00,2,15,0,990,0,11,0.01,0.01,16.17,172649,3.3
202,Rob,Holding,7,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,156074,0.0
203,Will,Hughes,7,3,0,0,9,0.37,1,7,0,453,0,4,0.36,0.73,7.98,108413,1.0
204,Sam,Johnstone,20,1,0,0,10,0.00,0,13,0,450,0,5,0.00,0.00,10.77,101982,2.0
205,Daichi,Kamada,7,3,0,0,14,0.51,1,11,0,616,1,7,0.56,1.07,10.30,209400,1.3
206,Jefferson,Lerma Solís,7,3,0,0,9,0.40,1,5,0,414,0,5,0.11,0.51,6.02,152551,1.3
207,Jean-Philippe,Mateta,7,4,0,6,35,0.38,1,12,3,752,0,9,3.22,3.60,12.17,231747,3.2
208,Matheus,França de Oliveira,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,536694,0.0
209,Remi,Matthews,7,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,169593,0.0
210,Tyrick,Mitchell,7,2,1,0,26,1.12,2,15,0,940,0,11,0.30,1.42,15.58,244723,2.4
211,Daniel,Muñoz,7,2,2,0,25,0.60,2,15,0,904,0,11,1.29,1.89,15.01,247348,2.3
212,David,Ozoh,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,531989,0.0
213,Jesurun,Rak-Sakyi,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,450542,0.0
214,Jeffrey,Schlupp,7,3,0,0,8,0.08,0,1,0,63,0,0,0.09,0.17,1.15,86417,1.0
215,Joel,Ward,7,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,55494,0.0
216,Adam,Wharton,7,3,0,0,15,0.60,1,9,0,621,0,8,0.22,0.82,9.39,496221,1.9
217,Abdoulaye,Doucouré,8,3,0,0,19,0.20,3,10,0,649,0,8,0.46,0.66,10.95,121599,2.1
218,Norberto Bercique,Gomes Betuncal,8,4,0,2,13,0.00,0,5,1,95,0,0,1.08,1.08,2.53,486385,1.9
219,Jarrad,Branthwaite,8,2,0,0,10,0.02,1,1,0,186,0,2,0.00,0.02,1.79,480455,2.5
220,Dominic,Calvert-Lewin,8,4,1,3,35,0.51,4,12,2,898,0,11,3.62,4.13,13.71,177815,3.2
221,Séamus,Coleman,8,2,0,0,1,0.01,0,3,0,90,0,1,0.62,0.63,2.22,59949,1.0
222,Idrissa,Gueye,8,3,0,0,19,0.52,2,14,0,733,0,8,0.76,1.28,12.08,80801,1.9
223,James,Garner,8,3,0,0,7,0.05,1,4,0,251,0,2,0.05,0.10,4.49,232928,1.8
224,Jack,Harrison,8,3,1,0,22,0.84,2,12,0,623,0,7,1.18,2.02,12.20,221399,2.0
225,Mason,Holgate,8,2,0,0,1,0.00,0,1,0,5,0,0,0.00,0.00,0.07,194164,1.0
226,Tim,Iroegbunam,8,3,0,0,8,0.08,0,13,0,381,0,4,0.21,0.29,8.36,490094,1.3
227,João,Neves Virgínia,8,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,222627,0.0
228,Michael,Keane,8,2,0,3,32,0.02,2,16,2,810,0,9,0.43,0.45,14.16,106611,3.6
229,Neal,Maupay,8,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,115382,0.0
230,Dwight,McNeil,8,3,3,6,51,3.46,2,17,3,887,0,10,0.64,4.09,15.06,433154,5.1
231,Vitalii,Mykolenko,8,2,0,1,22,0.35,2,13,0,745,0,9,0.08,0.43,11.48,224967,2.4
232,Iliman,Ndiaye,8,4,0,6,33,0.44,5,9,2,803,0,9,0.90,1.34,10.70,440993,3.0
233,Amadou,Onana,2,3,0,5,31,0.19,1,13,2,704,0,10,1.58,1.77,10.99,449871,3.1
234,Nathan,Patterson,8,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,243571,0.0
235,Jordan,Pickford,8,1,0,6,46,0.07,3,17,0,990,0,11,0.00,0.07,15.94,111234,4.2
236,James,Tarkowski,8,2,0,4,30,0.86,3,17,0,990,0,11,0.71,1.57,15.94,17761,2.7
237,Youssef,Ramalho Chermiti,8,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,491012,0.0
238,Ashley,Young,8,2,3,2,34,1.06,3,10,0,785,1,9,0.13,1.19,11.09,18892,3.8
239,Adama,Traoré,9,3,3,3,38,2.00,3,9,1,716,0,9,2.75,4.75,8.84,159533,3.5
240,Andreas,Hoelgebaum Pereira,9,3,1,1,31,2.29,4,9,1,835,0,11,2.54,4.83,8.94,156689,2.8
241,Calvin,Bassey,9,2,0,0,25,0.10,2,13,0,990,0,11,0.25,0.35,12.74,232892,2.3
242,Steven,Benda,9,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,428971,0.0
243,Tom,Cairney,9,3,0,0,6,0.55,0,3,0,117,0,0,0.00,0.55,2.37,76357,0.8
244,Timothy,Castagne,9,2,0,0,2,0.01,0,1,0,30,0,0,0.06,0.07,0.64,166477,1.0
245,Issa,Diop,9,2,0,0,8,0.02,0,5,0,390,0,4,0.26,0.28,4.77,219924,1.1
246,Luke,Harris,9,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,515024,0.0
247,Alex,Iwobi,9,3,2,6,47,2.79,4,10,2,945,0,11,1.14,3.93,11.68,153133,4.3
248,Bernd,Leno,9,1,1,2,39,0.02,2,13,0,990,0,11,0.00,0.02,12.74,80201,3.5
249,Saša,Lukić,9,3,0,0,11,0.20,2,6,0,548,0,7,0.00,0.20,5.49,212314,1.6
250,Kevin,Mbabu,9,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,120721,0.0
251,Rodrigo,Muniz Carvalho,9,4,1,1,20,0.03,1,5,1,320,0,3,1.41,1.44,4.22,244042,2.0
252,Raúl,Jiménez,9,4,2,7,48,1.30,4,8,4,662,0,8,3.57,4.87,8.51,102057,4.4
253,Tim,Ream,9,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,82514,0.0
254,Harrison,Reed,9,3,0,0,6,0.09,0,2,0,54,0,0,0.01,0.10,2.96,153366,0.8
255,Antonee,Robinson,9,2,3,4,40,1.10,2,13,0,990,0,11,0.21,1.31,12.74,169528,3.6
256,Jay,Stansfield,9,4,0,0,1,0.00,0,0,0,1,0,0,0.00,0.00,0.67,490146,1.0
257,Kenny,Tete,9,2,0,0,26,0.23,2,12,0,958,0,11,0.94,1.17,12.10,167074,2.4
258,Carlos Vinícius,Alves Morais,9,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,245824,0.0
259,Harry,Wilson,9,3,0,3,23,0.05,0,2,3,73,0,0,0.75,0.80,2.19,153682,3.3
260,Ali,Al-Hamadi,10,4,0,0,1,0.02,0,1,0,32,0,0,0.00,0.02,0.66,462387,0.3
261,Elkan,Baggott,10,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,517178,0.0
262,Nathan,Broadhead,10,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,173818,0.0
263,Cameron,Burgess,10,2,0,0,5,0.06,0,8,0,360,0,4,0.19,0.25,9.22,122411,1.2
264,Wes,Burns,10,3,0,0,10,0.58,0,12,0,406,0,5,0.23,0.81,13.89,149929,1.2
265,Conor,Chaplin,10,3,1,0,15,0.21,1,4,0,275,0,3,0.31,0.52,6.45,196411,1.7
266,Harry,Clarke,10,2,0,0,-4,0.04,0,4,0,95,1,1,0.00,0.04,3.82,232228,-2.0
267,Leif,Davis,10,2,2,5,32,2.12,1,22,1,990,0,11,0.59,2.71,24.92,455084,2.9
268,Liam,Delap,10,4,1,7,51,0.13,1,17,6,775,0,10,2.51,2.64,17.75,463034,4.6
269,George,Edmundson,10,2,0,0,1,0.00,0,0,0,1,0,0,0.00,0.00,0.00,214964,1.0
270,Jacob,Greaves,10,2,0,0,11,0.01,1,14,0,630,0,7,0.42,0.43,15.70,449429,1.6
271,Marcus,Myers-Harness,10,3,0,0,2,0.05,0,2,0,43,0,0,0.00,0.05,1.36,167191,1.0
272,George,Hirst,10,4,1,2,17,0.10,0,4,1,174,0,1,0.77,0.87,6.50,222625,2.1
273,Cameron,Humphreys,10,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,524180,0.0
274,Omari,Giraud-Hutchinson,10,3,1,1,22,0.98,2,17,0,874,0,10,0.69,1.67,19.32,503301,2.2
275,Ben,Johnson,10,2,1,0,7,0.24,0,12,0,401,0,4,0.04,0.28,12.80,222018,1.2
276,Freddie,Ladapo,10,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,94926,0.0
277,Massimo,Luongo,10,3,0,0,7,0.00,0,4,0,143,0,2,0.00,0.00,5.08,106606,1.4
278,Sam,Morsy,10,3,1,5,30,0.68,1,18,1,893,0,10,0.22,0.90,20.56,74944,3.0
279,Corrie,Ndaba,10,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,246265,0.0
280,Cieran,Slicker,10,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,434044,0.0
281,Jack,Taylor,10,3,0,0,4,0.10,0,2,0,128,0,0,0.31,0.41,2.63,231899,0.7
282,Axel,Tuanzebe,10,2,0,0,12,0.04,1,11,0,602,0,7,0.18,0.22,13.04,180804,1.7
283,Christian,Walton,10,1,0,0,2,0.00,0,2,0,90,0,1,0.00,0.00,2.65,108813,2.0
284,Luke,Woolfenden,10,2,0,0,4,0.01,0,10,0,377,0,4,0.03,0.04,9.44,220583,0.8
285,Boubakary,Soumaré,11,3,0,0,4,0.27,0,3,0,138,0,1,0.05,0.32,1.64,225902,0.8
286,Tom,Cannon,11,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461416,0.0
287,Hamza,Choudhury,11,3,0,0,1,0.00,0,1,0,14,0,0,0.00,0.00,1.03,197469,1.0
288,Conor,Coady,11,2,0,0,0,0.00,0,1,0,7,0,0,0.00,0.00,0.99,94147,0.0
289,Patson,Daka,11,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,245419,0.0
290,Bobby,De Cordova-Reid,11,3,0,0,8,0.06,0,4,0,159,0,2,0.10,0.16,4.05,96994,1.3
291,Wout,Faes,11,2,0,0,23,0.16,1,21,1,990,0,11,0.94,1.10,20.55,218218,2.1
292,Michael,Golding,11,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,549640,0.0
293,Mads,Hermansen,11,1,0,0,28,0.00,1,21,0,990,0,11,0.00,0.00,20.55,467189,2.5
294,Daniel,Iversen,11,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,207270,0.0
295,James,Justin,11,2,1,2,32,0.18,1,20,2,892,0,10,0.37,0.55,19.51,220627,3.2
296,Victor,Kristiansen,11,2,0,0,13,0.50,1,18,0,857,0,10,0.00,0.50,18.37,481510,1.3
297,Wanya,Marçal-Madivádua,11,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461584,0.0
298,Stephy,Mavididi,11,3,0,3,29,1.60,1,10,2,608,0,7,0.97,2.57,12.32,154048,2.9
299,Kasey,McAteer,11,3,0,0,5,0.01,0,0,0,36,0,0,0.04,0.05,0.24,461587,1.0
300,Wilfred,Ndidi,11,3,4,1,31,1.11,1,18,0,915,0,11,0.95,2.06,18.32,203341,2.8
301,Caleb,Okoli,11,2,0,1,13,0.04,1,13,0,630,0,7,0.14,0.18,14.93,473341,1.9
302,Ricardo,Barbosa Pereira,11,2,0,0,2,0.03,0,4,0,146,0,2,0.00,0.03,2.08,111931,1.0
303,Harry,Souttar,11,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,194190,0.0
304,Jakub,Stolarczyk,11,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,436680,0.0
305,Luke,Thomas,11,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,244619,0.0
306,Jamie,Vardy,11,4,1,7,43,0.61,1,18,4,843,0,10,3.51,4.12,18.90,101668,4.3
307,Jannik,Vestergaard,11,2,0,0,5,0.02,0,7,0,360,0,4,0.01,0.03,4.71,93100,1.2
308,Danny,Ward,11,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,95463,0.0
309,Harry,Winks,11,3,2,0,22,1.18,0,19,0,855,0,9,0.16,1.34,16.71,157668,2.2
310,Alisson,Ramses Becker,12,1,0,5,35,0.00,4,2,0,528,0,6,0.00,0.00,3.74,116535,5.8
311,Trent,Alexander-Arnold,12,2,1,6,47,2.95,5,6,0,866,0,11,0.38,3.33,7.36,169187,4.3
312,Stefan,Bajčetić Maquieira,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,535928,0.0
313,Conor,Bradley,12,2,0,0,11,0.16,1,1,0,141,0,0,0.24,0.40,2.10,492777,1.8
314,Fábio,Freitas Gouveia Carvalho,4,3,1,1,21,0.44,0,10,1,282,0,2,1.47,1.91,8.94,244858,1.9
315,Bobby,Clark,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,491970,0.0
316,Darwin,Núñez Ribeiro,12,4,1,1,23,0.19,2,5,2,423,0,4,1.53,1.72,5.31,447203,2.9
317,Diogo,Teixeira da Silva,12,3,3,1,35,0.32,4,1,2,492,0,7,2.72,3.04,3.14,194634,5.0
318,Ben,Doak,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,496208,0.0
319,Harvey,Elliott,12,3,0,0,1,0.02,0,0,0,7,0,0,0.00,0.02,0.00,444884,1.0
320,Endo,Wataru,12,3,0,0,5,0.01,0,0,0,19,0,0,0.00,0.01,0.17,158983,1.0
321,Cody,Gakpo,12,4,1,3,22,0.65,1,3,1,414,0,3,0.68,1.33,4.50,243298,2.0
322,Joe,Gomez,12,2,0,0,3,0.00,0,0,0,55,0,0,0.30,0.30,0.45,171287,1.0
323,Ryan,Gravenberch,12,3,0,1,27,1.17,6,6,0,990,0,11,0.21,1.38,9.37,441266,2.5
324,Curtis,Jones,12,3,2,3,28,0.09,2,3,1,407,0,4,1.29,1.38,4.61,206915,3.5
325,Caoimhin,Kelleher,12,1,0,1,21,0.00,2,4,0,450,0,5,0.00,0.00,5.49,200720,4.2
326,Ibrahima,Konaté,12,2,1,1,46,0.12,5,6,1,884,0,10,0.88,1.00,8.64,204716,4.2
327,Luis,Díaz,12,3,2,8,64,1.24,6,3,5,646,0,8,2.93,4.17,5.53,244731,5.8
328,Mohamed,Salah,12,3,6,21,107,2.00,6,6,8,964,0,11,6.46,8.46,9.22,118748,9.7
329,Alexis,Mac Allister,12,3,0,0,20,1.42,5,4,0,776,0,10,0.32,1.74,7.21,243016,1.8
330,James,McConnell,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,491501,0.0
